"time","Graph 0","Graph 1","Graph 2",
2024-05-18T08:05:59.745Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:59.840Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:59.927Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.010Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.092Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.190Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.264Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.359Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.436Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.538Z,0.000000,0.000000,1.000000,
2024-05-18T08:05:00.623Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:00.712Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:00.796Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:00.873Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:00.961Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.042Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.139Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.215Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.303Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.388Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.475Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.561Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.658Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.743Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.830Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.917Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:01.995Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.083Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.170Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.253Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.343Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.424Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.510Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.597Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.693Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.782Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.866Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:02.944Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.032Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.121Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.207Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.292Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.376Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.479Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.553Z,0.000000,0.010000,0.000000,
2024-05-18T08:05:03.635Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.719Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.819Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.906Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:03.995Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.080Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.150Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.236Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.324Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.411Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.503Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.585Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.669Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.756Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.842Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:04.928Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.016Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.109Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.195Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.281Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.368Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.450Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.531Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.619Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.705Z,0.000000,0.010000,0.000000,
2024-05-18T08:05:05.791Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.878Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:05.964Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.060Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.146Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.231Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.318Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.411Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.483Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.568Z,0.000000,0.010000,0.000000,
2024-05-18T08:05:06.658Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.741Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.828Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.914Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:06.999Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:07.085Z,0.000000,0.000000,0.000000,
2024-05-18T08:05:07.173Z,1.000000,0.000000,1.000000,
2024-05-18T08:05:07.259Z,1.000000,0.000000,1.000000,
2024-05-18T08:05:07.346Z,1.000000,1.700000,1.000000,
2024-05-18T08:05:07.433Z,1.000000,19.430000,1.000000,
2024-05-18T08:05:07.519Z,1.000000,45.580000,1.000000,
2024-05-18T08:05:07.605Z,1.000000,59.170000,1.000000,
2024-05-18T08:05:07.692Z,1.000000,65.030000,1.000000,
2024-05-18T08:05:07.777Z,1.000000,69.320000,1.000000,
2024-05-18T08:05:07.864Z,1.000000,72.520000,1.000000,
2024-05-18T08:05:07.951Z,1.000000,74.670000,1.000000,
2024-05-18T08:05:08.037Z,1.000000,77.230000,1.000000,
2024-05-18T08:05:08.123Z,1.000000,79.770000,1.000000,
2024-05-18T08:05:08.209Z,1.000000,80.780000,0.000000,
2024-05-18T08:05:08.297Z,1.000000,81.120000,0.000000,
2024-05-18T08:05:08.382Z,1.000000,72.660000,0.000000,
2024-05-18T08:05:08.469Z,1.000000,30.630000,0.000000,
2024-05-18T08:05:08.554Z,1.000000,2.380000,0.000000,
2024-05-18T08:05:08.644Z,1.000000,0.020000,0.000000,
2024-05-18T08:05:08.737Z,1.000000,-0.010000,0.000000,
2024-05-18T08:05:08.814Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:08.906Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:08.986Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.082Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.170Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.243Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.332Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.426Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.510Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.603Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.682Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.763Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.851Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:09.937Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.023Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.109Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.204Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.292Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.371Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.457Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.541Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.627Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.714Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.800Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.887Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:10.973Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.060Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.145Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.231Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.319Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.405Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.490Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.576Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.664Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.751Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.837Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:11.923Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.009Z,1.000000,0.010000,0.000000,
2024-05-18T08:05:12.096Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.182Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.268Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.356Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.441Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.527Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.614Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.700Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.786Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.872Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:12.959Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.045Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.134Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.296Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.356Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.451Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.503Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.561Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.649Z,1.000000,0.000000,0.000000,
2024-05-18T08:05:13.734Z,1.000000,0.000000,0.000000,
